[ 2025-12-14 17:42:11 | node_44 | INFO ] 🧩 Model added (10/15) from ['node_17']
[ 2025-12-14 17:42:14 | node_17 | INFO ] 🧩 Model added (14/15) from ['node_42']
[ 2025-12-14 17:42:14 | node_3 | INFO ] 🧩 Model added (12/15) from ['node_1']
[ 2025-12-14 17:42:14 | node_6 | INFO ] 🧩 Model added (14/15) from ['node_37']
[ 2025-12-14 17:42:14 | node_13 | INFO ] 🧩 Model added (12/15) from ['node_22']
[ 2025-12-14 17:42:14 | node_3 | INFO ] 🧩 Model added (13/15) from ['node_5']
[ 2025-12-14 17:42:14 | node_3 | INFO ] 🧩 Model added (14/15) from ['node_13']
[ 2025-12-14 17:42:14 | node_3 | INFO ] 🧩 Model added (15/15) from ['node_21']
[ 2025-12-14 17:42:15 | node_37 | INFO ] 🧩 Model added (9/12) from ['node_3']
[ 2025-12-14 17:42:15 | node_13 | INFO ] 🧩 Model added (13/15) from ['node_1']
[ 2025-12-14 17:42:15 | node_21 | INFO ] 🧩 Model added (14/15) from ['node_34']
[ 2025-12-14 17:42:15 | node_42 | INFO ] 🧩 Model added (9/15) from ['node_6']
[ 2025-12-14 17:42:15 | node_34 | INFO ] 🧩 Model added (11/15) from ['node_37']
[ 2025-12-14 17:42:15 | node_17 | INFO ] 🧩 Model added (15/15) from ['node_43']
[ 2025-12-14 17:42:15 | node_24 | INFO ] 🧩 Model added (9/15) from ['node_42']
[ 2025-12-14 17:42:15 | node_5 | INFO ] 🧩 Model added (14/15) from ['node_6']
[ 2025-12-14 17:42:15 | node_37 | INFO ] 🧩 Model added (10/12) from ['node_42']
[ 2025-12-14 17:42:15 | node_44 | INFO ] 🧩 Model added (13/15) from ['node_30']
[ 2025-12-14 17:42:15 | node_34 | INFO ] 🧩 Model added (12/15) from ['node_24']
[ 2025-12-14 17:42:15 | node_42 | INFO ] 🧩 Model added (10/15) from ['node_37']
[ 2025-12-14 17:42:15 | node_30 | INFO ] 🧩 Model added (11/15) from ['node_5']
[ 2025-12-14 17:42:15 | node_42 | INFO ] 🧩 Model added (11/15) from ['node_22']
[ 2025-12-14 17:42:15 | node_34 | INFO ] 🧩 Model added (13/15) from ['node_42']
[ 2025-12-14 17:42:15 | node_6 | INFO ] 🧩 Model added (15/15) from ['node_13']
[ 2025-12-14 17:42:15 | node_43 | INFO ] 🧩 Model added (9/15) from ['node_3']
[ 2025-12-14 17:42:15 | node_42 | INFO ] 🧩 Model added (12/15) from ['node_5']
[ 2025-12-14 17:42:15 | node_5 | INFO ] 🧩 Model added (15/15) from ['node_13']
[ 2025-12-14 17:42:15 | node_13 | INFO ] 🧩 Model added (14/15) from ['node_3']
[ 2025-12-14 17:42:15 | node_21 | INFO ] 🧩 Model added (15/15) from ['node_13']
[ 2025-12-14 17:42:15 | node_22 | INFO ] 🧩 Model added (15/15) from ['node_13']
[ 2025-12-14 17:42:15 | node_34 | INFO ] 🧩 Model added (14/15) from ['node_13']
[ 2025-12-14 17:42:15 | node_42 | INFO ] 🧩 Model added (13/15) from ['node_13']
[ 2025-12-14 17:42:15 | node_44 | INFO ] 🧩 Model added (14/15) from ['node_34']
[ 2025-12-14 17:42:15 | node_43 | INFO ] 🧩 Model added (10/15) from ['node_30']
[ 2025-12-14 17:42:15 | node_44 | INFO ] 🧩 Model added (15/15) from ['node_13']
[ 2025-12-14 17:42:16 | node_13 | INFO ] 🧩 Model added (15/15) from ['node_42']
[ 2025-12-14 17:42:16 | node_24 | INFO ] 🧩 Model added (10/15) from ['node_43']
[ 2025-12-14 17:42:16 | node_34 | INFO ] 🧩 Model added (15/15) from ['node_21']
[ 2025-12-14 17:42:16 | node_30 | INFO ] 🧩 Model added (12/15) from ['node_17']
[ 2025-12-14 17:42:16 | node_37 | INFO ] 🧩 Model added (11/12) from ['node_6']
[ 2025-12-14 17:42:16 | node_42 | INFO ] 🧩 Model added (14/15) from ['node_43']
[ 2025-12-14 17:42:16 | node_24 | INFO ] 🧩 Model added (11/15) from ['node_44']
[ 2025-12-14 17:42:16 | node_30 | INFO ] 🧩 Model added (13/15) from ['node_24']
[ 2025-12-14 17:42:16 | node_42 | INFO ] 🧩 Model added (15/15) from ['node_24']
[ 2025-12-14 17:42:17 | node_24 | INFO ] 🧩 Model added (12/15) from ['node_3']
[ 2025-12-14 17:42:17 | node_30 | INFO ] 🧩 Model added (14/15) from ['node_3']
[ 2025-12-14 17:42:17 | node_24 | INFO ] 🧩 Model added (13/15) from ['node_5']
[ 2025-12-14 17:42:17 | node_43 | INFO ] 🧩 Model added (11/15) from ['node_6']
[ 2025-12-14 17:42:17 | node_30 | INFO ] 🧩 Model added (15/15) from ['node_13']
[ 2025-12-14 17:42:17 | node_24 | INFO ] 🧩 Model added (14/15) from ['node_21']
[ 2025-12-14 17:42:17 | node_24 | INFO ] 🧩 Model added (15/15) from ['node_37']
[ 2025-12-14 17:42:17 | node_43 | INFO ] 🧩 Model added (12/15) from ['node_24']
[ 2025-12-14 17:42:17 | node_43 | INFO ] 🧩 Model added (13/15) from ['node_34']
[ 2025-12-14 17:42:17 | node_43 | INFO ] 🧩 Model added (14/15) from ['node_42']
[ 2025-12-14 17:42:17 | node_43 | INFO ] 🧩 Model added (15/15) from ['node_13']
[ 2025-12-14 17:42:19 | node_37 | INFO ] 🤫 Gossip finished.
[ 2025-12-14 17:42:54 | node_29 | INFO ] ⏳ Aggregation wait timed out. Missing models: {'node_45', 'node_15', 'node_4', 'node_11', 'node_16', 'node_36', 'node_26'}
[ 2025-12-14 17:42:55 | node_26 | ERROR ] Models ready from node_29 in a late round. Ignored. 16 != 15 / 14
[ 2025-12-14 17:42:55 | node_45 | ERROR ] Models ready from node_29 in a late round. Ignored. 16 != 15 / 14
[ 2025-12-14 17:42:55 | node_29 | INFO ] 🗣️ Gossiping aggregated model.
[ 2025-12-14 17:43:06 | node_44 | INFO ] ⏹️  Gossiping exited for 50 equal rounds.
[ 2025-12-14 17:43:06 | node_44 | INFO ] 🧠 Aggregating models.
[ 2025-12-14 17:43:08 | node_3 | INFO ] ⏹️  Gossiping exited for 50 equal rounds.
[ 2025-12-14 17:43:08 | node_3 | INFO ] 🧠 Aggregating models.
[ 2025-12-14 17:43:08 | node_43 | INFO ] ⏹️  Gossiping exited for 50 equal rounds.
[ 2025-12-14 17:43:08 | node_43 | INFO ] 🧠 Aggregating models.
[ 2025-12-14 17:43:08 | node_13 | INFO ] ⏹️  Gossiping exited for 50 equal rounds.
[ 2025-12-14 17:43:08 | node_13 | INFO ] 🧠 Aggregating models.
[ 2025-12-14 17:43:08 | node_17 | INFO ] ⏹️  Gossiping exited for 50 equal rounds.
[ 2025-12-14 17:43:09 | node_17 | INFO ] 🧠 Aggregating models.
[ 2025-12-14 17:43:09 | node_6 | INFO ] ⏹️  Gossiping exited for 50 equal rounds.
[ 2025-12-14 17:43:09 | node_6 | INFO ] 🧠 Aggregating models.
[ 2025-12-14 17:43:09 | node_42 | INFO ] ⏹️  Gossiping exited for 50 equal rounds.
[ 2025-12-14 17:43:09 | node_42 | INFO ] 🧠 Aggregating models.
[ 2025-12-14 17:43:10 | node_44 | INFO ] 🗣️ Gossiping aggregated model.
[ 2025-12-14 17:43:10 | node_22 | INFO ] ⏹️  Gossiping exited for 50 equal rounds.
[ 2025-12-14 17:43:10 | node_22 | INFO ] 🧠 Aggregating models.
[ 2025-12-14 17:43:11 | node_34 | INFO ] ⏹️  Gossiping exited for 50 equal rounds.
[ 2025-12-14 17:43:11 | node_34 | INFO ] 🧠 Aggregating models.
[ 2025-12-14 17:43:13 | node_5 | INFO ] ⏹️  Gossiping exited for 50 equal rounds.
[ 2025-12-14 17:43:13 | node_5 | INFO ] 🧠 Aggregating models.
[ 2025-12-14 17:43:14 | node_1 | INFO ] ⏹️  Gossiping exited for 50 equal rounds.
[ 2025-12-14 17:43:15 | node_1 | INFO ] 🧠 Aggregating models.
[ 2025-12-14 17:43:16 | node_43 | INFO ] 🗣️ Gossiping aggregated model.
[ 2025-12-14 17:43:17 | node_3 | INFO ] 🗣️ Gossiping aggregated model.
[ 2025-12-14 17:43:19 | node_30 | INFO ] ⏹️  Gossiping exited for 50 equal rounds.
[ 2025-12-14 17:43:19 | node_21 | INFO ] ⏹️  Gossiping exited for 50 equal rounds.
[ 2025-12-14 17:43:19 | node_21 | INFO ] 🧠 Aggregating models.
[ 2025-12-14 17:43:19 | node_30 | INFO ] 🧠 Aggregating models.
[ 2025-12-14 17:43:19 | node_16 | INFO ] Timeout for vote aggregation. Missing votes from {'node_37', 'node_1', 'node_29'}
[ 2025-12-14 17:43:19 | node_16 | INFO ] 🔢 Computed 16 votes.
[ 2025-12-14 17:43:19 | node_16 | INFO ] 🚂 Train set of 15 nodes: ['node_10', 'node_40', 'node_27', 'node_4', 'node_16', 'node_48', 'node_29', 'node_19', 'node_36', 'node_11', 'node_45', 'node_12', 'node_14', 'node_15', 'node']
[ 2025-12-14 17:43:19 | node_16 | INFO ] 🧩 Model added (1/15) from ['node_29']
[ 2025-12-14 17:43:20 | node_13 | INFO ] 🗣️ Gossiping aggregated model.
[ 2025-12-14 17:43:23 | node_17 | INFO ] 🗣️ Gossiping aggregated model.
[ 2025-12-14 17:43:23 | node_6 | INFO ] 🗣️ Gossiping aggregated model.
[ 2025-12-14 17:43:24 | node_42 | INFO ] 🗣️ Gossiping aggregated model.
[ 2025-12-14 17:43:24 | node_24 | INFO ] ⏹️  Gossiping exited for 50 equal rounds.
[ 2025-12-14 17:43:24 | node_22 | INFO ] 🗣️ Gossiping aggregated model.
[ 2025-12-14 17:43:24 | node_24 | INFO ] 🧠 Aggregating models.
[ 2025-12-14 17:43:24 | node_34 | INFO ] 🗣️ Gossiping aggregated model.
[ 2025-12-14 17:43:25 | node_5 | INFO ] 🗣️ Gossiping aggregated model.
[ 2025-12-14 17:43:25 | node_1 | INFO ] 🗣️ Gossiping aggregated model.
[ 2025-12-14 17:43:27 | node_30 | INFO ] 🗣️ Gossiping aggregated model.
[ 2025-12-14 17:43:27 | node_21 | INFO ] 🗣️ Gossiping aggregated model.
[ 2025-12-14 17:43:28 | node_16 | INFO ] 🔬 Evaluating...
[ 2025-12-14 17:43:28 | node_24 | INFO ] 🗣️ Gossiping aggregated model.
[ 2025-12-14 17:43:28 | node_24 | INFO ] 🤫 Gossip finished.
[ 2025-12-14 17:43:28 | node_24 | INFO ] 🎉 Round 89 of 100 finished.
[ 2025-12-14 17:43:28 | node_24 | INFO ] 🗳️ Sending train set vote.
[ 2025-12-14 17:43:28 | node_16 | INFO ] 📈 Evaluated. Results: {'\ntest_loss': 4.844056606292725, 'test_acc\n': 0.6800000071525574, 'test_precision\n': 0.729707658290863, 'test_recall\n': 0.6624794006347656, 'test_f1\n': 0.6487306356430054}
[ 2025-12-14 17:43:28 | node_16 | INFO ] 📢 Broadcasting metrics.
[ 2025-12-14 17:43:28 | node_16 | INFO ] 🏋️‍♀️ Training...
[ 2025-12-14 17:43:28 | node_16 | INFO ] 🎓 Training done.
[ 2025-12-14 17:43:28 | node_16 | INFO ] 🧩 Model added (2/15) from ['node_16']
[ 2025-12-14 17:43:28 | node_29 | INFO ] 🧩 Model added (9/15) from ['node_16']
[ 2025-12-14 17:43:28 | node_48 | INFO ] 🧩 Model added (9/15) from ['node_16']
[ 2025-12-14 17:43:29 | node_44 | INFO ] 🤫 Gossip finished.
[ 2025-12-14 17:43:29 | node_44 | INFO ] 🎉 Round 89 of 100 finished.
[ 2025-12-14 17:43:29 | node_44 | INFO ] 🗳️ Sending train set vote.
[ 2025-12-14 17:43:29 | node_17 | INFO ] 🤫 Gossip finished.
[ 2025-12-14 17:43:29 | node_17 | INFO ] 🎉 Round 89 of 100 finished.
[ 2025-12-14 17:43:29 | node_17 | INFO ] 🗳️ Sending train set vote.
[ 2025-12-14 17:43:29 | node | INFO ] 🧩 Model added (9/15) from ['node_16']
[ 2025-12-14 17:43:29 | node_12 | INFO ] 🧩 Model added (9/15) from ['node_16']
[ 2025-12-14 17:43:29 | node_40 | INFO ] 🧩 Model added (9/15) from ['node_16']
[ 2025-12-14 17:43:30 | node_45 | INFO ] ⏳ Aggregation wait timed out. Missing models: {'node_40', 'node', 'node_27', 'node_15', 'node_48', 'node_19', 'node_4', 'node_11', 'node_16', 'node_36', 'node_12'}
[ 2025-12-14 17:43:31 | node_10 | INFO ] 🧩 Model added (9/14) from ['node_16']
[ 2025-12-14 17:43:31 | node_45 | INFO ] 🗣️ Gossiping aggregated model.
[ 2025-12-14 17:43:32 | node_19 | INFO ] 🧩 Model added (9/15) from ['node_16']
[ 2025-12-14 17:43:33 | node_27 | INFO ] 🧩 Model added (9/15) from ['node_16']
[ 2025-12-14 17:43:45 | node_14 | INFO ] Timeout for vote aggregation. Missing votes from {'node_37', 'node_1', 'node_29', 'node_45'}
[ 2025-12-14 17:43:45 | node_14 | INFO ] 🔢 Computed 15 votes.
[ 2025-12-14 17:43:45 | node_14 | INFO ] 🚂 Train set of 15 nodes: ['node_10', 'node_40', 'node_27', 'node_4', 'node_16', 'node_48', 'node_29', 'node_36', 'node_19', 'node_11', 'node_45', 'node_12', 'node_15', 'node', 'node_41']
[ 2025-12-14 17:43:45 | node_14 | INFO ] ⏳ Waiting aggregation.
[ 2025-12-14 17:44:02 | node_29 | INFO ] ⏹️  Gossiping exited for 50 equal rounds.
[ 2025-12-14 17:44:02 | node_29 | INFO ] 🎉 Round 17 of 100 finished.
[ 2025-12-14 17:44:02 | node_29 | INFO ] 🗳️ Sending train set vote.
[ 2025-12-14 17:44:02 | node_26 | ERROR ] Vote received in a late round. Ignored. 17 != 15 / 16
[ 2025-12-14 17:44:02 | node_45 | ERROR ] Vote received in a late round. Ignored. 17 != 15 / 16
[ 2025-12-14 17:44:12 | node_47 | INFO ] Timeout for vote aggregation. Missing votes from {'node_41'}
[ 2025-12-14 17:44:12 | node_47 | INFO ] 🔢 Computed 4 votes.
[ 2025-12-14 17:44:12 | node_47 | INFO ] 🚂 Train set of 9 nodes: ['node_27', 'node_36', 'node_4', 'node', 'node_45', 'node_47', 'node_6', 'node_1', 'node_34']
[ 2025-12-14 17:44:12 | node_47 | INFO ] 🔬 Evaluating...
[ 2025-12-14 17:44:12 | node_47 | INFO ] 📈 Evaluated. Results: {'\ntest_loss': 7.649853706359863, 'test_acc\n': 0.6650000214576721, 'test_precision\n': 0.76983642578125, 'test_recall\n': 0.6583987474441528, 'test_f1\n': 0.6463269591331482}
[ 2025-12-14 17:44:12 | node_47 | INFO ] 📢 Broadcasting metrics.
[ 2025-12-14 17:44:12 | node_47 | INFO ] 🏋️‍♀️ Training...
[ 2025-12-14 17:44:12 | node_11 | INFO ] Timeout for vote aggregation. Missing votes from {'node_37', 'node_1', 'node_45', 'node_44'}
[ 2025-12-14 17:44:12 | node_11 | INFO ] 🔢 Computed 16 votes.
[ 2025-12-14 17:44:12 | node_11 | INFO ] 🚂 Train set of 15 nodes: ['node_10', 'node_40', 'node_27', 'node_48', 'node_4', 'node_16', 'node_29', 'node_45', 'node_12', 'node_36', 'node_11', 'node_19', 'node_15', 'node_41', 'node_14']
[ 2025-12-14 17:44:12 | node_11 | INFO ] 🧩 Model added (1/15) from ['node_29']
[ 2025-12-14 17:44:12 | node_15 | INFO ] Timeout for vote aggregation. Missing votes from {'node_43', 'node_1', 'node_34', 'node_22', 'node_42', 'node_17', 'node_5', 'node_6', 'node_45'}
[ 2025-12-14 17:44:12 | node_15 | INFO ] 🔢 Computed 16 votes.
[ 2025-12-14 17:44:12 | node_15 | INFO ] 🚂 Train set of 15 nodes: ['node_10', 'node_40', 'node_27', 'node_48', 'node_4', 'node_16', 'node_29', 'node_45', 'node_12', 'node_36', 'node_11', 'node_19', 'node_15', 'node_41', 'node_14']
[ 2025-12-14 17:44:12 | node_47 | INFO ] 🎓 Training done.
[ 2025-12-14 17:44:12 | node_15 | INFO ] 🧩 Model added (1/15) from ['node_29']
[ 2025-12-14 17:44:12 | node_47 | INFO ] 🧩 Model added (1/9) from ['node_47']
[ 2025-12-14 17:44:12 | node_36 | INFO ] Timeout for vote aggregation. Missing votes from {'node_37', 'node_26', 'node_31', 'node_30', 'node_35', 'node_23', 'node_45', 'node_44'}
[ 2025-12-14 17:44:12 | node_41 | INFO ] Timeout for vote aggregation. Missing votes from {'node_37', 'node_45'}
[ 2025-12-14 17:44:12 | node_36 | INFO ] 🔢 Computed 14 votes.
[ 2025-12-14 17:44:12 | node_41 | INFO ] 🔢 Computed 16 votes.
[ 2025-12-14 17:44:12 | node_36 | INFO ] 🚂 Train set of 13 nodes: ['node_40', 'node_27', 'node_48', 'node_4', 'node_29', 'node_45', 'node_36', 'node_12', 'node', 'node_16', 'node_15', 'node_14', 'node_41']
[ 2025-12-14 17:44:12 | node_41 | INFO ] 🚂 Train set of 15 nodes: ['node_10', 'node_40', 'node_27', 'node_48', 'node_4', 'node_16', 'node_29', 'node_45', 'node_12', 'node_36', 'node_11', 'node_19', 'node_15', 'node_41', 'node_14']
[ 2025-12-14 17:44:12 | node_36 | INFO ] 🧩 Model added (1/13) from ['node_29']
[ 2025-12-14 17:44:12 | node_41 | INFO ] 🧩 Model added (1/15) from ['node_29']
[ 2025-12-14 17:44:12 | node_41 | INFO ] 🔬 Evaluating...
[ 2025-12-14 17:44:12 | node_36 | INFO ] 🔬 Evaluating...
[ 2025-12-14 17:44:12 | node_15 | INFO ] 🔬 Evaluating...
[ 2025-12-14 17:44:12 | node_11 | INFO ] 🔬 Evaluating...
[ 2025-12-14 17:44:12 | node_41 | INFO ] 📈 Evaluated. Results: {'\ntest_loss': 2.9319305419921875, 'test_acc\n': 0.7400000095367432, 'test_precision\n': 0.785187840461731, 'test_recall\n': 0.713127613067627, 'test_f1\n': 0.711719810962677}
[ 2025-12-14 17:44:12 | node_41 | INFO ] 📢 Broadcasting metrics.
[ 2025-12-14 17:44:12 | node_36 | INFO ] 📈 Evaluated. Results: {'\ntest_loss': 3.363664150238037, 'test_acc\n': 0.7200000286102295, 'test_precision\n': 0.7934755086898804, 'test_recall\n': 0.7460517287254333, 'test_f1\n': 0.7273423075675964}
[ 2025-12-14 17:44:12 | node_36 | INFO ] 📢 Broadcasting metrics.
[ 2025-12-14 17:44:12 | node_11 | INFO ] 📈 Evaluated. Results: {'\ntest_loss': 3.277632474899292, 'test_acc\n': 0.7699999809265137, 'test_precision\n': 0.7928310632705688, 'test_recall\n': 0.776187539100647, 'test_f1\n': 0.7592062950134277}
[ 2025-12-14 17:44:12 | node_41 | INFO ] 🏋️‍♀️ Training...
[ 2025-12-14 17:44:12 | node_11 | INFO ] 📢 Broadcasting metrics.
[ 2025-12-14 17:44:12 | node_15 | INFO ] 📈 Evaluated. Results: {'\ntest_loss': 3.3973894119262695, 'test_acc\n': 0.75, 'test_precision\n': 0.7566425800323486, 'test_recall\n': 0.7514013648033142, 'test_f1\n': 0.7276203632354736}
[ 2025-12-14 17:44:12 | node_15 | INFO ] 📢 Broadcasting metrics.
[ 2025-12-14 17:44:12 | node_36 | INFO ] 🏋️‍♀️ Training...
[ 2025-12-14 17:44:12 | node_11 | INFO ] 🏋️‍♀️ Training...
[ 2025-12-14 17:44:13 | node_15 | INFO ] 🏋️‍♀️ Training...
[ 2025-12-14 17:44:13 | node_41 | INFO ] 🎓 Training done.
[ 2025-12-14 17:44:13 | node_41 | INFO ] 🧩 Model added (2/15) from ['node_41']
[ 2025-12-14 17:44:13 | node_36 | INFO ] 🎓 Training done.
[ 2025-12-14 17:44:13 | node_36 | INFO ] 🧩 Model added (2/13) from ['node_36']
[ 2025-12-14 17:44:13 | node_11 | INFO ] 🎓 Training done.
[ 2025-12-14 17:44:13 | node_15 | INFO ] 🎓 Training done.
[ 2025-12-14 17:44:13 | node_11 | INFO ] 🧩 Model added (2/15) from ['node_11']
[ 2025-12-14 17:44:13 | node_15 | INFO ] 🧩 Model added (2/15) from ['node_15']
[ 2025-12-14 17:44:13 | node_16 | INFO ] 🧩 Model added (3/15) from ['node_36']
[ 2025-12-14 17:44:13 | node_27 | INFO ] 🧩 Model added (10/15) from ['node_11']
[ 2025-12-14 17:44:13 | node_10 | INFO ] 🧩 Model added (10/14) from ['node_15']
[ 2025-12-14 17:44:13 | node_27 | INFO ] 🧩 Model added (11/15) from ['node_36']
[ 2025-12-14 17:44:13 | node_11 | INFO ] 🧩 Model added (3/15) from ['node_15']
[ 2025-12-14 17:44:13 | node_41 | INFO ] 🧩 Model added (3/15) from ['node_11']
[ 2025-12-14 17:44:13 | node_41 | INFO ] 🧩 Model added (4/15) from ['node_36']
[ 2025-12-14 17:44:13 | node_16 | INFO ] 🧩 Model added (4/15) from ['node_15']
[ 2025-12-14 17:44:13 | node_48 | INFO ] 🧩 Model added (10/15) from ['node_11']
[ 2025-12-14 17:44:13 | node_48 | INFO ] 🧩 Model added (11/15) from ['node_15']
[ 2025-12-14 17:44:13 | node_10 | INFO ] 🧩 Model added (11/14) from ['node_36']
[ 2025-12-14 17:44:13 | node_15 | INFO ] 🧩 Model added (3/15) from ['node_16']
[ 2025-12-14 17:44:14 | node_36 | INFO ] 🧩 Model added (3/13) from ['node_41']
[ 2025-12-14 17:44:14 | node_4 | INFO ] Timeout for vote aggregation. Missing votes from {'node_43', 'node_1', 'node_34', 'node_22', 'node_42', 'node_17', 'node_5', 'node_6', 'node_45'}
[ 2025-12-14 17:44:14 | node_4 | INFO ] 🔢 Computed 17 votes.
[ 2025-12-14 17:44:14 | node_4 | INFO ] 🚂 Train set of 15 nodes: ['node_10', 'node_40', 'node_27', 'node_4', 'node_48', 'node_16', 'node_29', 'node_36', 'node_45', 'node_12', 'node_11', 'node_19', 'node', 'node_15', 'node_41']
[ 2025-12-14 17:44:14 | node_4 | INFO ] 🧩 Model added (1/15) from ['node_29']
[ 2025-12-14 17:44:14 | node_4 | INFO ] 🔬 Evaluating...
[ 2025-12-14 17:44:14 | node_4 | INFO ] 📈 Evaluated. Results: {'\ntest_loss': 2.8648767471313477, 'test_acc\n': 0.7749999761581421, 'test_precision\n': 0.7929047346115112, 'test_recall\n': 0.7711508870124817, 'test_f1\n': 0.7593759894371033}
[ 2025-12-14 17:44:14 | node_4 | INFO ] 📢 Broadcasting metrics.
[ 2025-12-14 17:44:14 | node_4 | INFO ] 🏋️‍♀️ Training...
[ 2025-12-14 17:44:14 | node | INFO ] 🧩 Model added (10/15) from ['node_36']
[ 2025-12-14 17:44:14 | node_4 | INFO ] 🎓 Training done.
[ 2025-12-14 17:44:14 | node_4 | INFO ] 🧩 Model added (2/15) from ['node_4']
[ 2025-12-14 17:44:14 | node_10 | INFO ] 🧩 Model added (12/14) from ['node_11']
[ 2025-12-14 17:44:15 | node_10 | INFO ] 🧩 Model added (13/14) from ['node_4']
[ 2025-12-14 17:44:15 | node_4 | INFO ] 🧩 Model added (3/15) from ['node_36']
[ 2025-12-14 17:44:15 | node_15 | INFO ] 🧩 Model added (4/15) from ['node_11']
[ 2025-12-14 17:44:15 | node_12 | INFO ] 🧩 Model added (10/15) from ['node_36']
[ 2025-12-14 17:44:15 | node_16 | INFO ] 🧩 Model added (5/15) from ['node_11']
[ 2025-12-14 17:44:15 | node_12 | INFO ] 🧩 Model added (11/15) from ['node_4']
[ 2025-12-14 17:44:15 | node_41 | INFO ] 🧩 Model added (5/15) from ['node_15']
[ 2025-12-14 17:44:15 | node_48 | INFO ] 🧩 Model added (12/15) from ['node_36']
[ 2025-12-14 17:44:15 | node_27 | INFO ] 🧩 Model added (12/15) from ['node_15']
[ 2025-12-14 17:44:15 | node_36 | INFO ] 🧩 Model added (4/13) from ['node_15']
[ 2025-12-14 17:44:15 | node_15 | INFO ] 🧩 Model added (5/15) from ['node_4']
[ 2025-12-14 17:44:15 | node_40 | INFO ] 🧩 Model added (10/15) from ['node_11']
[ 2025-12-14 17:44:15 | node_48 | INFO ] 🧩 Model added (13/15) from ['node_4']
[ 2025-12-14 17:44:15 | node_4 | INFO ] 🧩 Model added (4/15) from ['node_41']
[ 2025-12-14 17:44:16 | node | INFO ] 🧩 Model added (11/15) from ['node_15']
