[ 2026-03-29 15:25:42 | node_4 | INFO ] 🗣️ Gossiping aggregated model.
[ 2026-03-29 15:25:42 | node_15 | INFO ] 🧩 Model added for round 99 (2/2) from ['node']
[ 2026-03-29 15:25:42 | node_14 | INFO ] 🧠 Aggregation complete. Setting new model.
[ 2026-03-29 15:25:42 | node_15 | INFO ] 🧠 Aggregation complete. Setting new model.
[ 2026-03-29 15:25:42 | node_14 | INFO ] 🗣️ Gossiping aggregated model.
[ 2026-03-29 15:25:42 | node_15 | INFO ] 🗣️ Gossiping aggregated model.
[ 2026-03-29 15:25:42 | node_16 | INFO ] 🧩 Model added for round 99 (2/2) from ['node']
[ 2026-03-29 15:25:42 | node_16 | INFO ] 🧠 Aggregation complete. Setting new model.
[ 2026-03-29 15:25:42 | node_16 | INFO ] 🗣️ Gossiping aggregated model.
[ 2026-03-29 15:25:42 | node_17 | INFO ] 🧩 Model added for round 99 (2/2) from ['node']
[ 2026-03-29 15:25:42 | node_17 | INFO ] 🧠 Aggregation complete. Setting new model.
[ 2026-03-29 15:25:42 | node_18 | INFO ] 🧩 Model added for round 99 (2/2) from ['node']
[ 2026-03-29 15:25:42 | node_17 | INFO ] 🗣️ Gossiping aggregated model.
[ 2026-03-29 15:25:43 | node_18 | INFO ] 🧠 Aggregation complete. Setting new model.
[ 2026-03-29 15:25:43 | node_19 | INFO ] 🧩 Model added for round 99 (2/2) from ['node']
[ 2026-03-29 15:25:43 | node_18 | INFO ] 🗣️ Gossiping aggregated model.
[ 2026-03-29 15:25:43 | node_19 | INFO ] 🧠 Aggregation complete. Setting new model.
[ 2026-03-29 15:25:43 | node_20 | INFO ] 🧩 Model added for round 99 (2/2) from ['node']
[ 2026-03-29 15:25:43 | node_19 | INFO ] 🗣️ Gossiping aggregated model.
[ 2026-03-29 15:25:43 | node_20 | INFO ] 🧠 Aggregation complete. Setting new model.
[ 2026-03-29 15:25:43 | node_21 | INFO ] 🧩 Model added for round 99 (2/2) from ['node']
[ 2026-03-29 15:25:43 | node_20 | INFO ] 🗣️ Gossiping aggregated model.
[ 2026-03-29 15:25:43 | node_21 | INFO ] 🧠 Aggregation complete. Setting new model.
[ 2026-03-29 15:25:43 | node_22 | INFO ] 🧩 Model added for round 99 (2/2) from ['node']
[ 2026-03-29 15:25:43 | node_21 | INFO ] 🗣️ Gossiping aggregated model.
[ 2026-03-29 15:25:43 | node_22 | INFO ] 🧠 Aggregation complete. Setting new model.
[ 2026-03-29 15:25:43 | node_23 | INFO ] 🧩 Model added for round 99 (2/2) from ['node']
[ 2026-03-29 15:25:43 | node_22 | INFO ] 🗣️ Gossiping aggregated model.
[ 2026-03-29 15:25:43 | node_23 | INFO ] 🧠 Aggregation complete. Setting new model.
[ 2026-03-29 15:25:43 | node_24 | INFO ] 🧩 Model added for round 99 (2/2) from ['node']
[ 2026-03-29 15:25:43 | node_23 | INFO ] 🗣️ Gossiping aggregated model.
[ 2026-03-29 15:25:43 | node_24 | INFO ] 🧠 Aggregation complete. Setting new model.
[ 2026-03-29 15:25:43 | node_25 | INFO ] 🧩 Model added for round 99 (2/2) from ['node']
[ 2026-03-29 15:25:43 | node_24 | INFO ] 🗣️ Gossiping aggregated model.
[ 2026-03-29 15:25:43 | node_26 | INFO ] 🧩 Model added for round 99 (2/2) from ['node']
[ 2026-03-29 15:25:43 | node_25 | INFO ] 🧠 Aggregation complete. Setting new model.
[ 2026-03-29 15:25:43 | node_25 | INFO ] 🗣️ Gossiping aggregated model.
[ 2026-03-29 15:25:43 | node_27 | INFO ] 🧩 Model added for round 99 (2/2) from ['node']
[ 2026-03-29 15:25:43 | node_28 | INFO ] 🧩 Model added for round 99 (2/2) from ['node']
[ 2026-03-29 15:25:43 | node_27 | INFO ] 🧠 Aggregation complete. Setting new model.
[ 2026-03-29 15:25:43 | node_27 | INFO ] 🗣️ Gossiping aggregated model.
[ 2026-03-29 15:25:43 | node_26 | INFO ] 🧠 Aggregation complete. Setting new model.
[ 2026-03-29 15:25:43 | node_28 | INFO ] 🧠 Aggregation complete. Setting new model.
[ 2026-03-29 15:25:43 | node_26 | INFO ] 🗣️ Gossiping aggregated model.
[ 2026-03-29 15:25:43 | node_28 | INFO ] 🗣️ Gossiping aggregated model.
[ 2026-03-29 15:25:43 | node_29 | INFO ] 🧩 Model added for round 99 (2/2) from ['node']
[ 2026-03-29 15:25:43 | node_29 | INFO ] 🧠 Aggregation complete. Setting new model.
[ 2026-03-29 15:25:43 | node_29 | INFO ] 🗣️ Gossiping aggregated model.
[ 2026-03-29 15:25:43 | node_30 | INFO ] 🧩 Model added for round 99 (2/2) from ['node']
[ 2026-03-29 15:25:43 | node_30 | INFO ] 🧠 Aggregation complete. Setting new model.
[ 2026-03-29 15:25:43 | node_31 | INFO ] 🧩 Model added for round 99 (2/2) from ['node']
[ 2026-03-29 15:25:43 | node_30 | INFO ] 🗣️ Gossiping aggregated model.
[ 2026-03-29 15:25:43 | node_32 | INFO ] 🧩 Model added for round 99 (2/2) from ['node']
[ 2026-03-29 15:25:43 | node_31 | INFO ] 🧠 Aggregation complete. Setting new model.
[ 2026-03-29 15:25:43 | node_31 | INFO ] 🗣️ Gossiping aggregated model.
[ 2026-03-29 15:25:43 | node_32 | INFO ] 🧠 Aggregation complete. Setting new model.
[ 2026-03-29 15:25:43 | node_33 | INFO ] 🧩 Model added for round 99 (2/2) from ['node']
[ 2026-03-29 15:25:43 | node_32 | INFO ] 🗣️ Gossiping aggregated model.
[ 2026-03-29 15:25:43 | node_33 | INFO ] 🧠 Aggregation complete. Setting new model.
[ 2026-03-29 15:25:43 | node_34 | INFO ] 🧩 Model added for round 99 (2/2) from ['node']
[ 2026-03-29 15:25:44 | node_33 | INFO ] 🗣️ Gossiping aggregated model.
[ 2026-03-29 15:25:44 | node_35 | INFO ] 🧩 Model added for round 99 (2/2) from ['node']
[ 2026-03-29 15:25:44 | node_34 | INFO ] 🧠 Aggregation complete. Setting new model.
[ 2026-03-29 15:25:44 | node_34 | INFO ] 🗣️ Gossiping aggregated model.
[ 2026-03-29 15:25:44 | node_35 | INFO ] 🧠 Aggregation complete. Setting new model.
[ 2026-03-29 15:25:44 | node_36 | INFO ] 🧩 Model added for round 99 (2/2) from ['node']
[ 2026-03-29 15:25:44 | node_35 | INFO ] 🗣️ Gossiping aggregated model.
[ 2026-03-29 15:25:44 | node_36 | INFO ] 🧠 Aggregation complete. Setting new model.
[ 2026-03-29 15:25:44 | node_37 | INFO ] 🧩 Model added for round 99 (2/2) from ['node']
[ 2026-03-29 15:25:44 | node_36 | INFO ] 🗣️ Gossiping aggregated model.
[ 2026-03-29 15:25:44 | node_37 | INFO ] 🧠 Aggregation complete. Setting new model.
[ 2026-03-29 15:25:44 | node_38 | INFO ] 🧩 Model added for round 99 (2/2) from ['node']
[ 2026-03-29 15:25:44 | node_37 | INFO ] 🗣️ Gossiping aggregated model.
[ 2026-03-29 15:25:44 | node_39 | INFO ] 🧩 Model added for round 99 (2/2) from ['node']
[ 2026-03-29 15:25:44 | node_38 | INFO ] 🧠 Aggregation complete. Setting new model.
[ 2026-03-29 15:25:44 | node_38 | INFO ] 🗣️ Gossiping aggregated model.
[ 2026-03-29 15:25:44 | node_39 | INFO ] 🧠 Aggregation complete. Setting new model.
[ 2026-03-29 15:25:44 | node_39 | INFO ] 🗣️ Gossiping aggregated model.
[ 2026-03-29 15:25:44 | node_40 | INFO ] 🧩 Model added for round 99 (2/2) from ['node']
[ 2026-03-29 15:25:44 | node_40 | INFO ] 🧠 Aggregation complete. Setting new model.
[ 2026-03-29 15:25:44 | node_40 | INFO ] 🗣️ Gossiping aggregated model.
[ 2026-03-29 15:25:44 | node_41 | INFO ] 🧩 Model added for round 99 (2/2) from ['node']
[ 2026-03-29 15:25:44 | node_41 | INFO ] 🧠 Aggregation complete. Setting new model.
[ 2026-03-29 15:25:44 | node_42 | INFO ] 🧩 Model added for round 99 (2/2) from ['node']
[ 2026-03-29 15:25:44 | node_41 | INFO ] 🗣️ Gossiping aggregated model.
[ 2026-03-29 15:25:44 | node_43 | INFO ] 🧩 Model added for round 99 (2/2) from ['node']
[ 2026-03-29 15:25:44 | node_42 | INFO ] 🧠 Aggregation complete. Setting new model.
[ 2026-03-29 15:25:44 | node_42 | INFO ] 🗣️ Gossiping aggregated model.
[ 2026-03-29 15:25:44 | node_43 | INFO ] 🧠 Aggregation complete. Setting new model.
[ 2026-03-29 15:25:44 | node_44 | INFO ] 🧩 Model added for round 99 (2/2) from ['node']
[ 2026-03-29 15:25:44 | node_43 | INFO ] 🗣️ Gossiping aggregated model.
[ 2026-03-29 15:25:44 | node_44 | INFO ] 🧠 Aggregation complete. Setting new model.
[ 2026-03-29 15:25:44 | node_44 | INFO ] 🗣️ Gossiping aggregated model.
[ 2026-03-29 15:25:44 | node_45 | INFO ] 🧩 Model added for round 99 (2/2) from ['node']
[ 2026-03-29 15:25:44 | node_45 | INFO ] 🧠 Aggregation complete. Setting new model.
[ 2026-03-29 15:25:44 | node_46 | INFO ] 🧩 Model added for round 99 (2/2) from ['node']
[ 2026-03-29 15:25:44 | node_45 | INFO ] 🗣️ Gossiping aggregated model.
[ 2026-03-29 15:25:44 | node_46 | INFO ] 🧠 Aggregation complete. Setting new model.
[ 2026-03-29 15:25:44 | node_47 | INFO ] 🧩 Model added for round 99 (2/2) from ['node']
[ 2026-03-29 15:25:44 | node_46 | INFO ] 🗣️ Gossiping aggregated model.
[ 2026-03-29 15:25:44 | node_47 | INFO ] 🧠 Aggregation complete. Setting new model.
[ 2026-03-29 15:25:44 | node_48 | INFO ] 🧩 Model added for round 99 (2/2) from ['node']
[ 2026-03-29 15:25:44 | node_47 | INFO ] 🗣️ Gossiping aggregated model.
[ 2026-03-29 15:25:45 | node_48 | INFO ] 🧠 Aggregation complete. Setting new model.
[ 2026-03-29 15:25:45 | node_49 | INFO ] 🧩 Model added for round 99 (2/2) from ['node']
[ 2026-03-29 15:25:45 | node_48 | INFO ] 🗣️ Gossiping aggregated model.
[ 2026-03-29 15:25:45 | node_49 | INFO ] 🧠 Aggregation complete. Setting new model.
[ 2026-03-29 15:25:45 | node_49 | INFO ] 🗣️ Gossiping aggregated model.
[ 2026-03-29 15:25:45 | node | INFO ] 🧠 Aggregation complete. Setting new model.
[ 2026-03-29 15:25:45 | node_3 | INFO ] 🤫 Gossip finished.
[ 2026-03-29 15:25:45 | node_3 | INFO ] 🔬 Evaluating...
[ 2026-03-29 15:25:45 | node_21 | INFO ] 🤫 Gossip finished.
[ 2026-03-29 15:25:45 | node_21 | INFO ] 🔬 Evaluating...
[ 2026-03-29 15:25:45 | node_22 | INFO ] 🤫 Gossip finished.
[ 2026-03-29 15:25:45 | node_22 | INFO ] 🔬 Evaluating...
[ 2026-03-29 15:25:45 | node_3 | INFO ] 📈 Evaluated. Results: {'test_loss': 0.24185506999492645, 'test_acc': 0.9700000286102295, 'test_precision': 0.970737099647522, 'test_recall': 0.9649192690849304, 'test_f1': 0.9672022461891174, 'communication_cost': 941034}
[ 2026-03-29 15:25:45 | node_3 | INFO ] 📢 Broadcasting metrics.
[ 2026-03-29 15:25:45 | node_38 | INFO ] 🤫 Gossip finished.
[ 2026-03-29 15:25:45 | node_38 | INFO ] 🔬 Evaluating...
[ 2026-03-29 15:25:45 | node_21 | INFO ] 📈 Evaluated. Results: {'test_loss': 0.32048389315605164, 'test_acc': 0.9700000286102295, 'test_precision': 0.9665924906730652, 'test_recall': 0.9718447327613831, 'test_f1': 0.9685314297676086, 'communication_cost': 941034}
[ 2026-03-29 15:25:45 | node_3 | INFO ] 🎉 Round 100 of 100 finished.
[ 2026-03-29 15:25:45 | node_39 | INFO ] 🤫 Gossip finished.
[ 2026-03-29 15:25:45 | node_3 | INFO ] 😋 Training finished!!
[ 2026-03-29 15:25:45 | node_39 | INFO ] 🔬 Evaluating...
[ 2026-03-29 15:25:45 | node_23 | INFO ] 🤫 Gossip finished.
[ 2026-03-29 15:25:45 | node_23 | INFO ] 🔬 Evaluating...
[ 2026-03-29 15:25:45 | node_21 | INFO ] 📢 Broadcasting metrics.
[ 2026-03-29 15:25:45 | node_22 | INFO ] 📈 Evaluated. Results: {'test_loss': 0.12188435345888138, 'test_acc': 0.9800000190734863, 'test_precision': 0.9804220795631409, 'test_recall': 0.9794616103172302, 'test_f1': 0.9794226884841919, 'communication_cost': 941034}
[ 2026-03-29 15:25:45 | node_22 | INFO ] 📢 Broadcasting metrics.
[ 2026-03-29 15:25:45 | node_40 | INFO ] 🤫 Gossip finished.
[ 2026-03-29 15:25:45 | node_24 | INFO ] 🤫 Gossip finished.
[ 2026-03-29 15:25:45 | node_40 | INFO ] 🔬 Evaluating...
[ 2026-03-29 15:25:45 | node_24 | INFO ] 🔬 Evaluating...
[ 2026-03-29 15:25:45 | node_21 | INFO ] 🎉 Round 100 of 100 finished.
[ 2026-03-29 15:25:45 | node_21 | INFO ] 😋 Training finished!!
[ 2026-03-29 15:25:45 | node_38 | INFO ] 📈 Evaluated. Results: {'test_loss': 0.3040754795074463, 'test_acc': 0.9750000238418579, 'test_precision': 0.9725824594497681, 'test_recall': 0.976082444190979, 'test_f1': 0.9740682244300842, 'communication_cost': 941034}
[ 2026-03-29 15:25:45 | node_22 | INFO ] 🎉 Round 100 of 100 finished.
[ 2026-03-29 15:25:45 | node_22 | INFO ] 😋 Training finished!!
[ 2026-03-29 15:25:45 | node_38 | INFO ] 📢 Broadcasting metrics.
[ 2026-03-29 15:25:45 | node | INFO ] 🗣️ Gossiping aggregated model.
[ 2026-03-29 15:25:45 | node | INFO ] 🤫 Gossip finished.
[ 2026-03-29 15:25:45 | node_23 | INFO ] 📈 Evaluated. Results: {'test_loss': 0.33280041813850403, 'test_acc': 0.9700000286102295, 'test_precision': 0.9659121632575989, 'test_recall': 0.9702063798904419, 'test_f1': 0.9672229290008545, 'communication_cost': 941034}
[ 2026-03-29 15:25:45 | node | INFO ] 🔬 Evaluating...
[ 2026-03-29 15:25:45 | node_39 | INFO ] 📈 Evaluated. Results: {'test_loss': 0.125646710395813, 'test_acc': 0.9700000286102295, 'test_precision': 0.9711806774139404, 'test_recall': 0.9735103845596313, 'test_f1': 0.9720150828361511, 'communication_cost': 941034}
[ 2026-03-29 15:25:45 | node_23 | INFO ] 📢 Broadcasting metrics.
[ 2026-03-29 15:25:45 | node_4 | INFO ] 🤫 Gossip finished.
[ 2026-03-29 15:25:45 | node_4 | INFO ] 🔬 Evaluating...
[ 2026-03-29 15:25:45 | node_6 | INFO ] 🤫 Gossip finished.
[ 2026-03-29 15:25:45 | node_25 | INFO ] 🤫 Gossip finished.
[ 2026-03-29 15:25:45 | node_39 | INFO ] 📢 Broadcasting metrics.
[ 2026-03-29 15:25:45 | node_40 | INFO ] 📈 Evaluated. Results: {'test_loss': 0.22721700370311737, 'test_acc': 0.9750000238418579, 'test_precision': 0.9777733683586121, 'test_recall': 0.9743726849555969, 'test_f1': 0.975343644618988, 'communication_cost': 941034}
[ 2026-03-29 15:25:45 | node_25 | INFO ] 🔬 Evaluating...
[ 2026-03-29 15:25:45 | node_6 | INFO ] 🔬 Evaluating...
[ 2026-03-29 15:25:45 | node_5 | INFO ] 🤫 Gossip finished.
[ 2026-03-29 15:25:45 | node_38 | INFO ] 🎉 Round 100 of 100 finished.
[ 2026-03-29 15:25:45 | node_38 | INFO ] 😋 Training finished!!
[ 2026-03-29 15:25:45 | node_24 | INFO ] 📈 Evaluated. Results: {'test_loss': 0.15947455167770386, 'test_acc': 0.9850000143051147, 'test_precision': 0.9853073954582214, 'test_recall': 0.9862381815910339, 'test_f1': 0.9854047894477844, 'communication_cost': 941034}
[ 2026-03-29 15:25:45 | node_5 | INFO ] 🔬 Evaluating...
[ 2026-03-29 15:25:45 | node_23 | INFO ] 🎉 Round 100 of 100 finished.
[ 2026-03-29 15:25:45 | node_41 | INFO ] 🤫 Gossip finished.
[ 2026-03-29 15:25:45 | node_1 | INFO ] 🤫 Gossip finished.
[ 2026-03-29 15:25:45 | node_40 | INFO ] 📢 Broadcasting metrics.
[ 2026-03-29 15:25:45 | node_23 | INFO ] 😋 Training finished!!
[ 2026-03-29 15:25:45 | node_41 | INFO ] 🔬 Evaluating...
[ 2026-03-29 15:25:45 | node_1 | INFO ] 🔬 Evaluating...
[ 2026-03-29 15:25:45 | node | INFO ] 📈 Evaluated. Results: {'test_loss': 0.19634909927845, 'test_acc': 0.9800000190734863, 'test_precision': 0.9804834127426147, 'test_recall': 0.981606125831604, 'test_f1': 0.9805142283439636, 'communication_cost': 46110666}
[ 2026-03-29 15:25:45 | node_42 | INFO ] 🤫 Gossip finished.
[ 2026-03-29 15:25:45 | node_24 | INFO ] 📢 Broadcasting metrics.
[ 2026-03-29 15:25:45 | node_42 | INFO ] 🔬 Evaluating...
[ 2026-03-29 15:25:45 | node_2 | INFO ] 🤫 Gossip finished.
[ 2026-03-29 15:25:45 | node_4 | INFO ] 📈 Evaluated. Results: {'test_loss': 0.14617706835269928, 'test_acc': 0.9850000143051147, 'test_precision': 0.9823015332221985, 'test_recall': 0.9830158948898315, 'test_f1': 0.9822893738746643, 'communication_cost': 941034}
[ 2026-03-29 15:25:45 | node_7 | INFO ] 🤫 Gossip finished.
[ 2026-03-29 15:25:45 | node_2 | INFO ] 🔬 Evaluating...
[ 2026-03-29 15:25:45 | node_7 | INFO ] 🔬 Evaluating...
[ 2026-03-29 15:25:45 | node_39 | INFO ] 🎉 Round 100 of 100 finished.
[ 2026-03-29 15:25:45 | node | INFO ] 📢 Broadcasting metrics.
[ 2026-03-29 15:25:45 | node_39 | INFO ] 😋 Training finished!!
[ 2026-03-29 15:25:45 | node_27 | INFO ] 🤫 Gossip finished.
[ 2026-03-29 15:25:45 | node_6 | INFO ] 📈 Evaluated. Results: {'test_loss': 0.3333224356174469, 'test_acc': 0.9649999737739563, 'test_precision': 0.9616091251373291, 'test_recall': 0.9641080498695374, 'test_f1': 0.9615630507469177, 'communication_cost': 941034}
[ 2026-03-29 15:25:45 | node_26 | INFO ] 🤫 Gossip finished.
[ 2026-03-29 15:25:45 | node_25 | INFO ] 📈 Evaluated. Results: {'test_loss': 0.00473194383084774, 'test_acc': 0.9950000047683716, 'test_precision': 0.994736909866333, 'test_recall': 0.9960001111030579, 'test_f1': 0.9952566027641296, 'communication_cost': 941034}
[ 2026-03-29 15:25:45 | node_27 | INFO ] 🔬 Evaluating...
[ 2026-03-29 15:25:45 | node_5 | INFO ] 📈 Evaluated. Results: {'test_loss': 0.28910204768180847, 'test_acc': 0.9800000190734863, 'test_precision': 0.9792046546936035, 'test_recall': 0.9796591997146606, 'test_f1': 0.9793149828910828, 'communication_cost': 941034}
[ 2026-03-29 15:25:45 | node_43 | INFO ] 🤫 Gossip finished.
[ 2026-03-29 15:25:45 | node_44 | INFO ] 🤫 Gossip finished.
[ 2026-03-29 15:25:45 | node_26 | INFO ] 🔬 Evaluating...
[ 2026-03-29 15:25:45 | node_43 | INFO ] 🔬 Evaluating...
[ 2026-03-29 15:25:45 | node_4 | INFO ] 📢 Broadcasting metrics.
[ 2026-03-29 15:25:45 | node_9 | INFO ] 🤫 Gossip finished.
[ 2026-03-29 15:25:45 | node_44 | INFO ] 🔬 Evaluating...
[ 2026-03-29 15:25:45 | node_40 | INFO ] 🎉 Round 100 of 100 finished.
[ 2026-03-29 15:25:45 | node_40 | INFO ] 😋 Training finished!!
[ 2026-03-29 15:25:45 | node_24 | INFO ] 🎉 Round 100 of 100 finished.
[ 2026-03-29 15:25:45 | node_9 | INFO ] 🔬 Evaluating...
[ 2026-03-29 15:25:45 | node_24 | INFO ] 😋 Training finished!!
[ 2026-03-29 15:25:45 | node_42 | INFO ] 📈 Evaluated. Results: {'test_loss': 0.4417767822742462, 'test_acc': 0.9700000286102295, 'test_precision': 0.9670195579528809, 'test_recall': 0.9695330262184143, 'test_f1': 0.9675257205963135, 'communication_cost': 941034}
[ 2026-03-29 15:25:45 | node_41 | INFO ] 📈 Evaluated. Results: {'test_loss': 0.24027714133262634, 'test_acc': 0.9700000286102295, 'test_precision': 0.9714908599853516, 'test_recall': 0.9718254804611206, 'test_f1': 0.9710613489151001, 'communication_cost': 941034}
[ 2026-03-29 15:25:45 | node_8 | INFO ] 🤫 Gossip finished.
[ 2026-03-29 15:25:45 | node_28 | INFO ] 🤫 Gossip finished.
[ 2026-03-29 15:25:45 | node_10 | INFO ] 🤫 Gossip finished.
[ 2026-03-29 15:25:45 | node_1 | INFO ] 📈 Evaluated. Results: {'test_loss': 0.3956165313720703, 'test_acc': 0.9800000190734863, 'test_precision': 0.9794734120368958, 'test_recall': 0.979038417339325, 'test_f1': 0.9787504076957703, 'communication_cost': 941034}
[ 2026-03-29 15:25:45 | node_11 | INFO ] 🤫 Gossip finished.
[ 2026-03-29 15:25:45 | node_29 | INFO ] 🤫 Gossip finished.
[ 2026-03-29 15:25:45 | node_8 | INFO ] 🔬 Evaluating...
[ 2026-03-29 15:25:45 | node_6 | INFO ] 📢 Broadcasting metrics.
[ 2026-03-29 15:25:45 | node_28 | INFO ] 🔬 Evaluating...
[ 2026-03-29 15:25:45 | node_11 | INFO ] 🔬 Evaluating...
[ 2026-03-29 15:25:45 | node_29 | INFO ] 🔬 Evaluating...
[ 2026-03-29 15:25:45 | node_2 | INFO ] 📈 Evaluated. Results: {'test_loss': 0.4255672097206116, 'test_acc': 0.9649999737739563, 'test_precision': 0.9702380895614624, 'test_recall': 0.9627811312675476, 'test_f1': 0.9650431275367737, 'communication_cost': 941034}
[ 2026-03-29 15:25:45 | node_10 | INFO ] 🔬 Evaluating...
[ 2026-03-29 15:25:45 | node_4 | INFO ] 🎉 Round 100 of 100 finished.
[ 2026-03-29 15:25:45 | node_43 | INFO ] 📈 Evaluated. Results: {'test_loss': 0.219303697347641, 'test_acc': 0.9800000190734863, 'test_precision': 0.9788517951965332, 'test_recall': 0.9776440262794495, 'test_f1': 0.9781202077865601, 'communication_cost': 941034}
[ 2026-03-29 15:25:45 | node_13 | INFO ] 🤫 Gossip finished.
[ 2026-03-29 15:25:45 | node_45 | INFO ] 🤫 Gossip finished.
[ 2026-03-29 15:25:45 | node_27 | INFO ] 📈 Evaluated. Results: {'test_loss': 0.17583508789539337, 'test_acc': 0.9800000190734863, 'test_precision': 0.9797208905220032, 'test_recall': 0.9790685772895813, 'test_f1': 0.9791041016578674, 'communication_cost': 941034}
[ 2026-03-29 15:25:45 | node_25 | INFO ] 📢 Broadcasting metrics.
[ 2026-03-29 15:25:45 | node_7 | INFO ] 📈 Evaluated. Results: {'test_loss': 0.36870071291923523, 'test_acc': 0.9599999785423279, 'test_precision': 0.9590721130371094, 'test_recall': 0.959229588508606, 'test_f1': 0.9585989117622375, 'communication_cost': 941034}
[ 2026-03-29 15:25:45 | node_12 | INFO ] 🤫 Gossip finished.
[ 2026-03-29 15:25:45 | node_4 | INFO ] 😋 Training finished!!
[ 2026-03-29 15:25:45 | node_30 | INFO ] 🤫 Gossip finished.
[ 2026-03-29 15:25:45 | node_45 | INFO ] 🔬 Evaluating...
[ 2026-03-29 15:25:45 | node_12 | INFO ] 🔬 Evaluating...
[ 2026-03-29 15:25:45 | node_44 | INFO ] 📈 Evaluated. Results: {'test_loss': 0.32918891310691833, 'test_acc': 0.9549999833106995, 'test_precision': 0.9502668976783752, 'test_recall': 0.95389723777771, 'test_f1': 0.9503133893013, 'communication_cost': 941034}
[ 2026-03-29 15:25:45 | node_26 | INFO ] 📈 Evaluated. Results: {'test_loss': 0.2472662329673767, 'test_acc': 0.9750000238418579, 'test_precision': 0.9784767627716064, 'test_recall': 0.9749301075935364, 'test_f1': 0.9757557511329651, 'communication_cost': 941034}
[ 2026-03-29 15:25:45 | node_30 | INFO ] 🔬 Evaluating...
[ 2026-03-29 15:25:45 | node_9 | INFO ] 📈 Evaluated. Results: {'test_loss': 0.3246796727180481, 'test_acc': 0.9700000286102295, 'test_precision': 0.9679114818572998, 'test_recall': 0.9747451543807983, 'test_f1': 0.970293402671814, 'communication_cost': 941034}
[ 2026-03-29 15:25:45 | node_13 | INFO ] 🔬 Evaluating...
[ 2026-03-29 15:25:45 | node_46 | INFO ] 🤫 Gossip finished.
[ 2026-03-29 15:25:45 | node_5 | INFO ] 📢 Broadcasting metrics.
[ 2026-03-29 15:25:45 | node_28 | INFO ] 📈 Evaluated. Results: {'test_loss': 0.20119503140449524, 'test_acc': 0.9750000238418579, 'test_precision': 0.9788984060287476, 'test_recall': 0.974117636680603, 'test_f1': 0.9759000539779663, 'communication_cost': 941034}
[ 2026-03-29 15:25:46 | node_31 | INFO ] 🤫 Gossip finished.
[ 2026-03-29 15:25:46 | node_14 | INFO ] 🤫 Gossip finished.
[ 2026-03-29 15:25:46 | node_46 | INFO ] 🔬 Evaluating...
[ 2026-03-29 15:25:46 | node_47 | INFO ] 🤫 Gossip finished.
[ 2026-03-29 15:25:46 | node_6 | INFO ] 🎉 Round 100 of 100 finished.
[ 2026-03-29 15:25:46 | node_14 | INFO ] 🔬 Evaluating...
